Reporter Name,Partner Name,Year,Trade Flow,No Of exported HS6 digit Products,No Of imported HS6 digit Products,Export Share in Total Products (%),Import Share in Total Products (%),Trade Balance (US$ Thousand),Export (US$ Thousand),Import (US$ Thousand),Import Partner Share (%),Export Partner Share (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports(US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand),No Of Tariff Agreement
 World,Antarctica,2019,Exports & Imports,804,174,17.42,3.74,,38631.37,9041.56,0,0,4.69,2.74,1054,76.38,23.34,0.19,0.09,25,0,36.3,1280.72,1256.79,6.99,6.07,49807,71.33,24.89,52.37,126.38,3000,0,430,2537.51,0,
 World,Fr. So. Ant. Tr,2019,Exports & Imports,617,140,13.37,3.01,,31275.21,10658.04,0,0,1.65,0.08,1719,3.96,82.61,0.81,12.62,20,0,19.07,347.02,19854.73,11.38,12.46,65522,65.33,22.1,71.84,407.04,3000,0,1479.11,20201.75,0,6
 World,Antigua and Barbuda,2019,Exports & Imports,2572,1144,55.72,24.61,,1121221.02,301207.87,0,0.01,1.61,0.3,6498,9.94,84.87,0.4,4.79,66.43,0,183.3,265748.74,121435.25,11.14,5.1,348627,66.77,22.77,59.86,501.42,3000,0,102540.33,387183.99,0,27
 World,Australia,2019,Exports & Imports,4477,4352,96.99,93.61,,198442237.4,295250821.5,1.58,1.08,6.38,5.11,253811,54.21,38.12,1.05,6.62,3000,0,8294976,254596754.6,5398216.83,9.38,7.76,1274656,69.44,23.87,2.8,30.82,3000,0,57046740.07,259994971.4,0,17
 World,Austria,2019,Exports & Imports,4525,4520,98.03,97.23,,168972982.4,169420635.6,0.91,0.92,6.91,12.14,153177,45.95,51.16,0.27,2.62,3000,0,5615434.43,44889796.2,737695.58,9.36,14.93,1187150,69.5,23.77,4.46,47.66,3000,0,16507571.1,45627491.78,0,46
 World,Azerbaijan,2019,Exports & Imports,3911,1701,84.73,36.59,,12043286.5,17023882.07,0.09,0.07,4.18,0.5,20495,46.72,35.95,1.99,15.35,3000,0,74675.1,27640715.99,524794.57,11.04,2.38,456543,67.35,22.84,24.98,193.52,3000,0,26647751.89,28165510.56,0,13
 World,Br. Antr. Terr,2019,Exports & Imports,,3,,0.06,,,5.38,0,,0,0,1,0,100,0,0,0,0,0,0,4.41,2.33,2.33,539,37.11,62.89,0,0,25,0,0,4.41,0,
 World,Burundi,2019,Exports & Imports,2384,522,51.65,11.23,,553524.98,237504.65,0,0,2.15,2.26,2062,37.88,61.83,0.1,0.19,50,0,0.01,99988.59,136708.03,11.52,9.08,157278,68.14,23.25,59.07,597.67,3000,0,120908.22,236696.62,0,30
 World,Belgium,2019,Exports & Imports,4538,4565,98.31,98.19,,377871540.7,338759309.3,1.82,2.06,7.37,9.54,215743,52.31,45.3,0.21,2.18,3000,0,12235616.12,77225646.99,1399887.25,9.33,12.59,1277438,69.41,23.97,3.32,35.89,3000,0,26337913.64,78625534.24,0,46
 World,Benin,2019,Exports & Imports,2856,1170,61.87,25.17,,5301511.28,1617590.49,0.01,0.03,2.69,0.81,7654,35.33,64.32,0.13,0.22,274.5,0,201.72,686130.33,417142.55,11.18,6.75,356117,67.99,23.61,39.93,350.51,3000,0,364901.9,1103272.89,0,37
 World,Bonaire,2019,Exports & Imports,1561,142,33.82,3.05,,431835.45,84262.41,0,0,3.58,1.21,1487,66.04,27.17,3.09,3.7,25,0,322.5,73635.19,2304.31,10.41,5.03,58219,67.69,27.82,61.47,114.46,3000,0,57216.42,75939.5,0,
 World,Burkina Faso,2019,Exports & Imports,2945,1175,63.8,25.27,,3065964.17,3143721.06,0.02,0.02,1.54,1.91,7901,30.87,68.84,0.06,0.23,274.5,0,1755.69,2806234.78,557552.63,10.44,5.68,346982,69.2,22.47,32.88,333.22,3000,0,2850925.9,3363787.41,0,31
 World,Bangladesh,2019,Exports & Imports,4165,2553,90.23,54.91,,57999486.75,47134047.47,0.25,0.32,3.05,6.97,76092,36.33,60.46,0.12,3.09,3000,0,214971.22,72635206.72,428209.9,10.18,14.4,748225,71.51,21,6.67,67.01,3000,0,2394199.75,73063416.61,0,45
 World,Bulgaria,2019,Exports & Imports,4456,4406,96.53,94.77,,36074482.74,32414762.41,0.17,0.2,4.84,11.63,76388,40.17,55.95,0.26,3.63,3000,0,440908.65,7934923.42,1011999.7,9.51,11.21,979651,70.17,23.05,8.32,78.68,3000,0,1693039.7,8946923.12,0,48
 World,Bahrain,2019,Exports & Imports,3948,2439,85.53,52.46,,14941127.83,14794638.91,0.08,0.08,4.19,3.36,36008,59.45,37.9,0.57,2.08,3000,0,95778.67,9685154.35,1249424.56,9.59,6.02,671495,70.19,23.43,13.34,105.62,3000,0,1370693.27,10934578.91,0,17
 World,"Bahamas, The",2019,Exports & Imports,3068,865,66.46,18.61,,10808953.39,1494241.51,0.01,0.06,2.91,0.79,10152,8.33,88.41,0.45,2.81,770.68,0,13645.21,572757.55,1286915.07,10.45,5.5,315677,68.07,24.93,33.38,184.35,3000,0,80568.87,1859672.62,0,12
 World,Bosnia and Herzegovina,2019,Exports & Imports,4076,2898,88.3,62.34,,9259872.85,6656119.21,0.04,0.05,1.44,2.71,77329,12.29,82.61,0.44,4.66,3000,0,209320.41,8228719.99,2072826.66,9.94,9.65,849385,69.41,23.1,7.8,74.5,3000,0,1938119.06,10301546.65,0,21
 World,Saint Barthélemy,2019,Exports & Imports,2055,382,44.52,8.22,,204553.52,10427.83,0,0,6.38,5.75,3496,68.42,15.79,2.46,13.33,121.54,0,114.61,10162.81,9112.59,10.99,12.21,137083,71.64,20.21,53.09,266.53,3000,0,4385.37,19275.4,0,
 World,Belarus,2019,Exports & Imports,4359,3956,94.43,85.09,,34529145.58,27794316.14,0.15,0.19,2.32,4.62,87350,51.2,43.97,0.92,3.91,3000,0,1058278.22,22411337.29,5837371.51,9.26,11.43,1147006,70.07,23.17,7.73,81.04,3000,0,6975191.87,28248708.8,0,13
 World,Belize,2019,Exports & Imports,2596,1018,56.24,21.9,,1113653.96,319233.23,0,0.01,3.4,1.47,7035,13.72,85.2,0.07,1.01,316.55,0,7.79,228328.08,195995.73,10.85,17.88,282330,69.54,22.21,37.68,293.53,3000,0,199412.95,424323.81,0,31
 World,Bermuda,2019,Exports & Imports,2369,676,51.32,14.54,,1251365.48,577756.15,0,0.01,5.64,0.15,3042,20.32,76.76,0.26,2.66,55.71,0,3780.44,40104.86,1017787.76,9.03,4.39,168733,68.26,24.64,99.01,294.51,3000,0,938725.61,1057892.62,0,10
 World,Bolivia,2019,Exports & Imports,3696,1414,80.07,30.42,,6915204.82,8597340.95,0.05,0.04,3.33,2.15,18209,16.51,68.08,1.96,13.45,3000,0,49527.57,3780766.1,4522172.65,11.38,9.35,458779,68.43,22.06,25.74,213.86,3000,0,5403851.95,8302938.74,0,68
 World,Brazil,2019,Exports & Imports,4342,4270,94.06,91.85,,178653813.8,244753086.6,1.31,0.97,4.92,6.94,243706,53.59,38.61,0.97,6.84,3000,0,43035299.58,251455110.1,7652877.07,9.22,9.97,1229417,69.25,23.92,2.82,31.63,3000,0,103619335.9,259107987.1,0,71
 World,Barbados,2019,Exports & Imports,3054,1362,66.16,29.3,,1404772.68,363428.43,0,0.01,1.65,2.92,8569,9.93,87.8,0.14,2.12,770.68,0,67646.03,156831.2,204288.53,10.84,22.29,413733,68.93,23.23,43.14,335.4,3000,0,157582.85,361119.74,0,25
 World,Brunei,2019,Exports & Imports,3275,1122,70.95,24.13,,3808357.17,6738988.46,0.04,0.02,2.85,0.14,8032,44.61,51.02,0.86,3.51,131,0,814.61,2528867,2875703.4,9.14,2.64,309862,70.39,24.11,31,180.81,3000,0,2330425.8,5404570.4,0,30
 World,Bhutan,2019,Exports & Imports,2947,482,63.84,10.37,,823728.92,278618.77,0,0,8.55,6.71,2542,29.54,68.76,0.31,1.38,3000,0,315.67,153100.55,119054.7,12.37,7.99,170484,64.3,21.53,87.73,863.14,3000,0,23806.1,272155.24,0,33
 World,Bunkers,2019,Exports & Imports,3058,544,66.25,11.7,,36055386.34,7794857.5,0.04,0.2,4.51,7.33,1651,56.39,18.29,5.21,20.11,78.58,0,35.46,19638.25,2915.66,12.01,12.79,64002,63.27,24.31,87.58,393.82,3000,0,13651.7,22553.91,0,
 World,Bouvet Island,2019,Exports & Imports,22,54,0.48,1.16,,400.83,1407.27,0,0,8.55,9.98,249,69.08,12.45,1.61,16.87,67.41,0,3.53,208.68,28.11,10.48,11.71,16014,70.85,18.37,42.97,650.6,777.66,0,24.12,236.79,0,2
 World,Botswana,2019,Exports & Imports,3950,2138,85.57,45.99,,6391222.39,4870475.47,0.03,0.03,0.75,0.98,9373,6.93,92.07,0.11,0.89,292,0,2.43,5471009.41,190773.38,10.71,8.18,651363,68.49,22.27,51.76,590.78,3000,0,99174.91,5661782.79,0,23
 World,Central African Republic,2019,Exports & Imports,1906,406,41.29,8.73,,383841.97,84184.67,0,0,4.87,0.75,3090,36.34,56.67,0.52,6.47,60,0,38.26,87496.25,20492.71,9.23,11.01,144729,68.22,22.71,50.19,374.69,3000,0,7554.53,107988.96,0,23
 World,Canada,2019,Exports & Imports,4538,4450,98.31,95.72,,449141649.5,465937083.8,2.5,2.45,3.98,4.49,317778,29.61,68.4,0.16,1.83,3000,0,58284640.49,430144694.1,17158536.83,9.26,7.38,1289752,69.3,24.17,2.21,24.31,3000,0,222242078.2,447303230.9,0,16
 World,Cocos (Keeling) Islands,2019,Exports & Imports,261,330,5.65,7.1,,7676.36,4704.66,0,0,4.74,1.67,2438,62.47,34,0.82,2.71,150,0,95.86,1617.02,3942.35,10.43,6.91,119319,70.92,25,37.86,162.02,3000,0,1895.96,5559.37,0,4
 World,Switzerland,2019,Exports & Imports,4522,4384,97.96,94.3,,273592345.4,310261464.3,1.66,1.49,3.82,3.81,380073,23.83,72.04,0.27,3.87,3000,0,142077619.2,392450083.4,7590815.7,9.13,7.69,1257532,69.39,24.14,1.82,19.56,3000,0,227548814.5,400040899.1,0,37
 World,Chile,2019,Exports & Imports,4290,3402,92.94,73.18,,67016715.65,76282185.72,0.41,0.37,3.23,5.86,95417,12.44,76.43,0.99,10.14,3000,0,5534525.58,71183941.83,4578002.25,9.94,11.29,1011319,69.77,23.03,6.54,69.76,3000,0,9913698.09,75761944.08,0,77
 World,China,2019,Exports & Imports,4561,4616,98.81,99.29,,1681790700,2728287829,14.63,9.17,7.19,5.44,720418,63.74,32.11,0.53,3.63,3000,0,121956144.7,2792560421,3618029.68,9.27,6.83,1338075,69.42,24.11,1.01,11.02,3000,0,466796176.4,2796178451,0,29
 World,Cote d'Ivoire,2019,Exports & Imports,3695,2173,80.05,46.74,,10020207.41,12126195.74,0.07,0.05,3.01,3.25,27197,14.48,82.15,0.24,3.14,3000,0,53141.66,15561725.47,1597840.08,10.16,8.23,715071,70.14,22.79,20.09,165.92,3000,0,2897934.57,17159565.55,0,23
 World,Cameroon,2019,Exports & Imports,3387,1838,73.38,39.54,,6062425.98,5441063.99,0.03,0.03,4.48,1.68,21622,18.07,79.83,0.11,1.99,3000,0,1956.85,7667334.28,289994.35,10.21,5.66,512458,71.54,22.16,17.8,131.49,3000,0,3877992.09,7957328.63,0,20
 World,"Congo, Rep.",2019,Exports & Imports,3200,1391,69.32,29.92,,2318329.33,10966839.52,0.06,0.01,6.74,0.78,9859,28.76,67.67,0.8,2.77,76.46,0,116.93,11954567.91,147177.24,9.78,2.67,408403,68.51,25.08,28.52,237.22,3000,0,8102443.41,12101745.16,0,16
 World,Cook Islands,2019,Exports & Imports,2231,275,48.33,5.92,,210851.45,32140.17,0,0,9.02,8.41,1688,30.27,68.01,0.06,1.66,3000,0,1.7,15178.87,17946.37,10.59,10.2,106915,70.76,25.2,34.3,221.45,3000,0,776.95,33125.25,0,14
 World,Colombia,2019,Exports & Imports,4290,3564,92.94,76.66,,50394975.17,43203523.9,0.23,0.27,1.8,3.83,91539,15.42,80.02,0.41,4.16,1016.73,0,1579447.44,29415557.99,13630490.31,9.27,7.46,1022077,70.37,23.01,6.72,67.3,3000,0,19373588.25,43046048.3,0,66
 World,Comoros,2019,Exports & Imports,1985,293,43,6.3,,322609.48,64886.55,0,0,3.17,2.22,2016,40.72,59.08,0,0.2,40,0,0,68559.92,25695.93,9.83,8.61,116707,71.11,23.78,48.46,247.42,3000,0,41842.46,94255.85,0,30
 World,Cape Verde,2019,Exports & Imports,3020,633,65.42,13.62,,892569.6,107947.49,0,0,1.18,1.9,5672,6.22,90.85,0.72,2.2,80,0,984.15,76583.67,125127.6,9.02,14.59,212399,70.89,25.64,24.84,104.88,3000,0,14219.18,201711.27,0,25
 World,Costa Rica,2019,Exports & Imports,3943,2981,85.42,64.12,,14084617.63,15376578.45,0.08,0.08,1.98,4.86,50510,17.47,75.37,0.49,6.67,1016.73,0,2174601.11,15834451.28,794010.45,10.13,11.91,778597,69.42,23.24,11.33,101.73,3000,0,7609765.69,16628461.73,0,29
 World,Cuba,2019,Exports & Imports,3487,769,75.54,16.54,,5910773.78,1705571.41,0.01,0.03,6.56,23.39,8571,49.97,28.51,4.04,17.48,1016.73,0,576399.88,1469644.95,120065.46,12.38,23.68,243255,63.73,24.59,45.46,286.16,3000,0,1027574.71,1589710.42,0,58
 World,Curaçao,2019,Exports & Imports,2868,1777,62.13,38.22,,1201846.57,424082.6,0,0.01,9.67,3.48,10695,74.6,19.78,1.39,4.23,150,0,2403.09,418291.07,48339.2,11.19,6.76,455365,69.22,23.04,41.18,288.23,3000,0,239771.5,466630.27,0,
 World,Christmas Island,2019,Exports & Imports,634,262,13.73,5.64,,27128.27,18260.7,0,0,4.99,0.79,2113,62.8,32.32,2.93,1.94,57.11,0,32.85,1962.58,9737.29,8.14,3.38,99285,71.37,24.85,52.01,125.51,3000,0,3805.42,11699.86,0,4
 World,Cayman Islands,2019,Exports & Imports,2509,744,54.35,16,,4481740.57,1529242.13,0.01,0.02,4.76,0.02,4150,16.29,71.45,0.67,11.59,180,0,156.05,40979.14,2845601.53,12.74,8.24,171662,66.77,26.25,51.01,237.69,3000,0,21813.93,2886580.67,0,12
 World,Cyprus,2019,Exports & Imports,4290,3449,92.94,74.19,,12599949.22,3529304.47,0.02,0.07,8.25,10.7,15976,47.17,48.59,0.54,3.7,3000,0,34783.78,1103631.63,108151.7,10.92,8.17,518901,69.21,22.26,32.31,244.64,3000,0,329060.75,1211783.33,0,47
 World,Czech Republic,2019,Exports & Imports,4509,4503,97.68,96.86,,162332186.9,174111413.3,0.93,0.89,7.24,5.94,132102,45.03,52.51,0.27,2.2,3000,0,3922040.06,28869862.04,781828.46,8.99,8.29,1108869,69.7,23.88,5.02,48.91,3000,0,8356998.08,29651690.5,0,47
 World,Germany,2019,Exports & Imports,4577,4600,99.16,98.95,,1137597413,1366649410,7.33,6.21,7.06,7.1,362180,49.8,47.77,0.22,2.21,3000,0,130962966.1,484097710.7,428552.81,9.19,8.04,1326645,69.31,24.14,2.01,21.97,3000,0,185050402.6,484526263.5,0,46
 World,Djibouti,2019,Exports & Imports,3222,549,69.8,11.81,,5330036.04,195946.1,0,0.03,11.08,17.19,4019,52.15,41.88,0.57,5.4,3000,0,228.86,37504.2,18191.6,11.15,8.44,188136,66.95,25.51,65.26,287.98,3000,0,8955.06,55695.8,0,25
 World,Dominica,2019,Exports & Imports,2165,722,46.9,15.53,,640956.06,51125.45,0,0,2.02,1.38,5640,15.48,84.13,0.18,0.21,385.59,0,728.09,14106.2,19687.15,12.98,12.95,254114,66.74,21.93,52.78,457.59,3000,0,7833.11,33793.35,0,27
 World,Denmark,2019,Exports & Imports,4462,4456,96.66,95.85,,95115579.6,99675514.49,0.53,0.52,5.93,8.27,133894,45.76,51.53,0.26,2.45,3000,0,3798601.05,33928533.67,486964.45,9.49,8.59,1192734,69.72,23.61,5.11,54.26,3000,0,16381990.17,34415498.12,0,46
 World,Dominican Republic,2019,Exports & Imports,4020,2395,87.09,51.52,,19114821.39,10522332.7,0.06,0.1,3.25,3.84,41670,21.83,74.58,0.14,3.44,3000,0,1152509.86,10548793.52,332711.03,10.74,13.65,691490,69.77,22.52,12.84,115.22,3000,0,5524073.71,10881504.55,0,18
 World,Algeria,2019,Exports & Imports,3939,1774,85.33,38.16,,42305803.52,35996681.96,0.19,0.23,3.77,0.35,19138,16.96,69.39,2.28,11.38,3000,0,24395000.36,40111062.85,11411731.1,10.24,2.67,492307,68.92,22.66,24.21,192.23,3000,0,35104875.39,51522793.95,0,17
 World,East Asia & Pacific,2019,Exports & Imports,,4627,,99.53,,4936016881,6109590752,32.75,26.93,6.09,4.47,3795739,51.98,43.42,0.64,3.96,3000,0,803013872.7,6034633255,1578074.55,9.31,6.97,1345051,69.35,24.14,0.19,2.11,3000,0,1365247519,6036211330,0,803
 World,Europe & Central Asia,2019,Exports & Imports,,4638,,99.76,,6842718181,6904510859,37.02,37.33,5.71,5.77,5973894,39.94,56.13,0.41,3.52,3000,0,1173473024,3397458732,223233.25,9.36,8.85,1346379,69.33,24.17,0.12,1.34,3000,0,1432032345,3397681965,0,1672
 World,Ecuador,2019,Exports & Imports,4001,2433,86.68,52.33,,20405376.66,24652126.41,0.13,0.11,3.27,3.6,47272,17.32,75.98,0.54,6.16,3000,0,9903370.46,24359372.07,663983,10.39,10.4,752804,70.54,22.01,10.76,107.89,3000,0,11083157.33,25023355.07,0,66
 World,"Egypt, Arab Rep.",2019,Exports & Imports,4268,3576,92.46,76.92,,73731704.08,32297099.98,0.17,0.4,2.8,2.85,116071,17.98,77.19,0.25,4.57,3000,0,9429901.87,33904731.93,3343911.02,9.64,7.75,1026748,70.38,22.74,4.75,56.09,3000,0,14553818.2,37248642.95,0,26
 World,Eritrea,2019,Exports & Imports,1793,288,38.84,6.19,,388619,496268.84,0,0,3.08,0.02,1456,36.33,63.19,0.07,0.41,274.5,0,0.13,4768.54,458298.32,12.2,4.73,100422,70.68,24.14,68.34,288.8,3000,0,354804,463066.87,0,31
 World,Western Sahara,2019,Exports & Imports,130,103,2.82,2.22,,21732.43,3186.52,0,0,4.58,0.95,635,77.8,16.54,5.67,0,20,0,1.41,734.33,2403.93,9,4.05,34036,73.35,22.68,91.02,121.89,1016.73,0,2402.62,3138.26,0,2
 World,Spain,2019,Exports & Imports,4549,4584,98.55,98.6,,338823856.1,304257426.8,1.63,1.85,6.6,14.99,270554,50.67,46.71,0.21,2.41,3000,0,13616986.33,83973004.96,531002.41,9.31,11.91,1297217,69.63,23.79,2.64,28.9,3000,0,27196381.53,84504007.36,0,46
 World,Estonia,2019,Exports & Imports,4364,4184,94.54,90,,19968623.02,14801560.03,0.08,0.11,4.99,4.4,39586,40.96,56,0.2,2.84,3000,0,74489.83,3329869.56,228772.67,9.3,7.63,770527,71.03,23.58,12.85,92.22,3000,0,343500.85,3558642.23,0,46
 World,Ethiopia(excludes Eritrea),2019,Exports & Imports,3585,1786,77.66,38.42,,9537303.35,2762287.18,0.01,0.05,7.95,4.92,19489,38.02,57.6,0.28,4.1,3000,0,409198.5,2856696.38,209535.24,10.85,12.1,504466,70.04,21.92,17.46,190.6,3000,0,701748.94,3066231.62,0,33
 World,Finland,2019,Exports & Imports,4443,4329,96.25,93.12,,71032205.26,76037096.56,0.41,0.39,5.49,4.08,91106,46.5,51.39,0.21,1.9,3000,0,2285400.5,26788964.97,747554.5,9.28,5.59,994705,69.31,24.14,7.03,64.49,3000,0,6722867.73,27536519.47,0,46
 World,Fiji,2019,Exports & Imports,3464,1444,75.04,31.06,,2474410.31,671718.57,0,0.01,4.49,16.07,10229,16.8,80.66,0.27,2.27,3000,0,6018.62,574555.86,169794.17,10.96,33.98,614815,70.85,21.73,50.29,395.6,3000,0,385592.64,744350.03,0,16
 World,Falkland Island,2019,Exports & Imports,1191,188,25.8,4.04,,97473.74,316653.1,0,0,1.63,2.12,1874,12.97,86.87,0,0.16,40,0,0,45972.43,48048.97,11.67,10.34,75672,68.77,24.2,31.48,252.4,3000,0,1328.32,94021.4,0,8
 World,France,2019,Exports & Imports,4569,4594,98.98,98.82,,616805997.8,584698141.3,3.13,3.36,7.28,21.04,320004,52.69,44.77,0.23,2.31,3000,0,52786531.4,222872282.9,1551020.42,9.41,13.65,1323837,69.43,23.99,2.27,24.94,3000,0,98280401.36,224423303.3,0,46
 World,Free Zones,2019,Exports & Imports,2207,2643,47.81,56.85,,3086820.52,5631970.35,0.03,0.02,7.63,7.68,3321,81.81,17.68,0.27,0.24,225.8,0,1987.3,1389326.89,103994.4,9.08,11.6,358931,69.94,23.65,105.75,587.05,3000,0,436741.43,1493321.29,0,
 World,Faeroe Islands,2019,Exports & Imports,3051,740,66.1,15.92,,1190746.48,1583304.72,0.01,0.01,2.53,2.89,9729,17.91,68.81,1.78,11.5,204.19,0,1631.7,1883695.95,276492.94,10.76,8.78,274797,68.27,23.9,26.04,195.25,3000,0,84850.2,2160188.89,0,9
 World,"Micronesia, Fed. Sts.",2019,Exports & Imports,1341,109,29.05,2.34,,129960.78,137848.03,0,0,29.02,4.47,594,46.8,52.36,0,0.84,3000,0,0,43989.37,1097.35,11.74,10.48,53874,65.11,26.24,157.24,627.61,3000,0,413.55,45086.72,0,13
 World,Gabon,2019,Exports & Imports,3191,1128,69.13,24.26,,2272022.86,7311613.8,0.04,0.01,6.89,0.78,8620,65.46,29.57,1.3,3.67,3000,0,54.52,2429910.52,3225378.81,8.71,3.28,315038,68.06,25.49,28.05,207.61,3000,0,4587212.87,5655289.33,0,12
 World,United Kingdom,2019,Exports & Imports,4567,4594,98.94,98.82,,657113359.3,420001842.5,2.25,3.58,7.08,7.43,297116,49.84,47.87,0.24,2.06,3000,0,51466427.15,189921008.6,618065.53,9.3,8.07,1315374,69.4,24.07,2.44,26.44,3000,0,85489078.91,190539074.1,0,47
 World,Georgia,2019,Exports & Imports,3927,2222,85.07,47.8,,9861594.06,2602350.49,0.01,0.05,2.05,2.14,48482,10.49,82.28,0.49,6.73,3000,0,258367.28,1790310.62,1242822.42,10.34,33.84,692541,69,22.65,10.98,108.29,3000,0,720138.31,3033133.04,0,21
 World,Ghana,2019,Exports & Imports,3899,2453,84.47,52.76,,17407173.61,15796872.02,0.08,0.1,2.64,1.46,33190,14.69,82.47,0.14,2.7,3000,0,44006.68,11578942.25,6022868.08,10.22,6,747709,69.24,22.77,17.74,162.21,3000,0,11095025.12,17601810.33,0,28
 World,Gibraltar,2019,Exports & Imports,2907,677,62.98,14.56,,8656765.12,173344.72,0,0.05,5.45,5.28,7338,66.45,25.92,2.1,5.53,93.81,0,644.22,378063.38,14964.64,10.92,8.34,274235,68.7,23.32,47.56,250.75,3000,0,135824.2,393028.02,0,4
 World,Guinea,2019,Exports & Imports,3134,1108,67.89,23.83,,4434928.53,6644407.54,0.04,0.02,2.19,0.21,7420,29.29,70.44,0.05,0.22,294.12,0,76.88,3689238.8,3452360.56,10.07,4.7,350045,70.44,23.82,39.37,231.47,3000,0,3226775.69,7141599.37,0,37
 World,"Gambia, The",2019,Exports & Imports,2552,527,55.29,11.34,,1432385.39,244879.16,0,0.01,4.02,0.33,4023,30.82,66.24,0.3,2.63,274.5,0,0.84,12213.99,104233.96,11.02,10.15,202961,69.83,23.64,44.57,284.89,3000,0,2003.26,116447.96,0,31
 World,Guinea-Bissau,2019,Exports & Imports,2056,229,44.54,4.93,,335321.07,243527.63,0,0,4.2,0.06,912,32.46,67.54,0,0,50,0,0,9430.78,305275.19,9.06,8.46,69061,67.15,24.92,18.2,582.46,3000,0,139226.21,314705.97,0,31
 World,Equatorial Guinea,2019,Exports & Imports,2615,401,56.65,8.63,,1026263.64,5073854.53,0.03,0.01,4.81,0.44,3202,57.81,42,0.12,0.06,218,0,4127874.24,6198887.06,23711.33,7.79,2.92,172574,69.11,27.43,15.21,171.67,3000,0,4682384.14,6222598.39,0,21
 World,Greece,2019,Exports & Imports,4463,4360,96.69,93.78,,58544273.94,31804308.5,0.17,0.32,5.11,10.42,73463,39.96,55.3,0.31,4.43,3000,0,508786.63,11224476.62,414704.75,10,13.56,1011053,70.1,22.71,8.97,89.98,3000,0,2319998.86,11639181.37,0,46
 World,Grenada,2019,Exports & Imports,2466,581,53.42,12.5,,395655.9,40892.64,0,0,4.3,0.47,3721,8.41,91.4,0,0.19,265,0,0,10880.54,35521.04,11.75,26.56,215635,70.06,22.95,63.32,341.76,3000,0,5262.67,46401.58,0,27
 World,Greenland,2019,Exports & Imports,2892,393,62.65,8.45,,1020432.29,1293421.28,0.01,0.01,0.76,1.43,4430,7.43,91.81,0.14,0.63,40,0,0.63,1833056.03,82754.48,10,11.93,146219,69.83,26.92,32.55,74.88,3000,0,20853.49,1915810.51,0,7
 World,Guatemala,2019,Exports & Imports,3945,2997,85.46,64.47,,17563546.78,11368720.03,0.06,0.1,2.95,7.85,39131,18.95,76,0.52,4.53,3000,0,801782.96,9539956.11,1090672.96,10.12,20.19,900070,70.78,22.51,15.24,138.99,3000,0,2326403.68,10630629.07,0,26
 World,Guam,2019,Exports & Imports,1803,461,39.06,9.92,,1088530.18,32790.9,0,0.01,15.58,13.83,3458,65.27,28.02,1.88,4.83,3000,0,157.39,18350.27,9888.9,10.85,12.6,376164,69.09,22.05,131.15,832.82,3000,0,8756.93,28239.17,0,3
 World,Guyana,2019,Exports & Imports,3051,912,66.1,19.62,,2044142.42,1466399.06,0.01,0.01,2.64,0.57,6621,6.81,88.08,0.36,4.74,3000,0,51913.7,597096.18,847796.1,12.83,11.62,272472,65.45,23.19,61.27,406.19,3000,0,825567.24,1444892.28,0,36
 World,"Hong Kong, China",2019,Exports & Imports,4493,4319,97.34,92.9,,597866445.3,87641229.62,0.47,3.26,6.27,4.36,276324,67.8,29.03,0.59,2.57,3000,0,5093379.85,92940500.45,235968.78,8.91,6.41,1228986,70.22,23.7,2.39,24.68,3000,0,32119113.2,93176469.23,0,17
 World,Heard Island and McDonald Isla,2019,Exports & Imports,19,37,0.41,0.8,,275.72,390.42,0,0,5.39,2.96,144,58.33,34.72,0,6.94,55.18,0,0,177.19,197.9,10.12,7.57,12988,67.05,28.21,52.08,375.69,388,0,35.27,375.09,0,2
 World,Honduras,2019,Exports & Imports,3780,2428,81.89,52.23,,11987224.84,9823632.66,0.05,0.07,2.44,8.01,25597,14.87,80.26,0.47,4.4,3000,0,183495.08,9101131.59,744976.17,10.31,14.55,623984,70.88,22.02,16.14,157.04,3000,0,981683.02,9846107.76,0,25
 World,Croatia,2019,Exports & Imports,4399,4149,95.3,89.25,,29039515.7,14602112.46,0.08,0.16,4.27,12.09,45688,31.98,63.24,0.25,4.54,3000,0,220022.95,3119022.41,552287.69,9.97,14.5,954490,69.45,23.13,13.31,141.59,3000,0,1209780.7,3671310.1,0,53
 World,Haiti,2019,Exports & Imports,2970,1235,64.34,26.56,,4215758.69,1342323.47,0.01,0.02,3.84,4.59,9274,16.55,80.99,0.03,2.43,274.5,0,3.78,1220146.04,129903.85,12.3,13.6,304203,69.33,20.54,34.45,297.77,3000,0,35138.77,1350049.89,0,24
