Reporter Name,Partner Name,Year,Trade Flow,No Of exported HS6 digit Products,No Of imported HS6 digit Products,Export Share in Total Products (%),Import Share in Total Products (%),Trade Balance (US$ Thousand),Export (US$ Thousand),Import (US$ Thousand),Import Partner Share (%),Export Partner Share (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports(US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand),No Of Tariff Agreement
 World,Hungary,2019,Exports & Imports,4487,4419,97.21,95.05,,112637330.6,117540961.4,0.63,0.61,6.82,6.31,101378,42.95,53.83,0.23,2.99,3000,0,4827459.91,22543900.53,505095.51,9.54,8.57,1002794,69.62,23.3,6.13,63.93,3000,0,8685102.46,23048996.05,0,47
 World,Indonesia,2019,Exports & Imports,4436,4148,96.1,89.22,,162933022,199740936,1.07,0.89,5.02,5.92,230652,58.22,37.31,0.69,3.78,3000,0,7977649.6,166220781.9,21529476.41,9.23,8.75,1197803,70.27,23.62,2.88,28.85,3000,0,28892741.81,187750258.3,0,36
 World,India,2019,Exports & Imports,4484,4541,97.14,97.68,,366249661.5,307586987.2,1.65,2,7.18,6.77,486118,67.37,28.04,0.57,4.02,3000,0,36508356.69,319234090.7,1061013.63,9.19,8.89,1309014,69.51,24.11,1.47,15.7,3000,0,60411153.49,320295104.4,0,45
 World,British Indian Ocean Ter.,2019,Exports & Imports,712,294,15.42,6.32,,73181.03,83651.87,0,0,6.62,0.12,1014,19.72,79.29,0.2,0.79,300.1,0,11.17,1454.86,80963.77,10.28,2.43,81923,73.33,23.62,65.29,180.97,3000,0,75960.08,82418.63,0,8
 World,Ireland,2019,Exports & Imports,4436,4280,96.1,92.06,,79175627.05,204618437.3,1.1,0.43,6.81,7.02,75214,46.03,51.43,0.28,2.25,3000,0,9942200.54,82221964.83,308415.05,9.74,8.2,965146,69.81,22.79,8.31,86.58,3000,0,55865329.02,82530379.88,0,46
 World,"Iran, Islamic Rep.",2019,Exports & Imports,4005,3233,86.76,69.54,,36389086.63,31254244.54,0.17,0.2,6.96,1.81,68147,63.79,23.2,1.4,11.61,3000,0,172366.48,36826824.05,1274605.83,9.72,3.46,929835,69.25,23.19,8.75,94.36,3000,0,24343174.04,38101429.88,0,19
 World,Iraq,2019,Exports & Imports,4012,1193,86.92,25.66,,51267675.31,91414071.9,0.49,0.28,9.35,0.03,13248,66.58,24.58,2.23,6.61,274.5,0,91784652.27,96029438.68,2622797.24,10.11,1.92,390234,69.26,22.56,24.19,216.61,3000,0,94347544.29,98652235.92,0,18
 World,Iceland,2019,Exports & Imports,3711,2161,80.39,46.48,,5798700.62,5130558.56,0.03,0.03,2.34,1.86,50810,16.04,78.98,0.86,4.11,3000,0,33504.17,4722451.79,2872983.21,9.99,8.58,688383,70.57,22.79,9.59,80.4,3000,0,409643.24,7595435,0,35
 World,Israel,2019,Exports & Imports,4347,3811,94.17,81.97,,72851762.55,58821548.46,0.32,0.4,3.23,1.99,194745,17.2,77.68,0.55,4.56,3000,0,2782286.36,58979199.04,2170119.67,9.37,6.35,1071009,70.21,23.49,3.41,31.28,3000,0,17148381.33,61149318.71,0,13
 World,Italy,2019,Exports & Imports,4571,4604,99.03,99.03,,452447846.1,525610625.1,2.82,2.47,6.68,17.39,328782,49.51,47.72,0.2,2.56,3000,0,25323971.07,211785480.8,404691.62,9.3,12.69,1308709,69.49,23.92,2.18,24.07,3000,0,60789987.39,212190172.4,0,46
 World,Jamaica,2019,Exports & Imports,3374,1553,73.09,33.41,,5423833.85,1385070.14,0.01,0.03,3.36,8.37,16030,12.25,83.44,0.28,4.02,3000,0,105088.75,1371866.74,270610.72,12.86,24.92,499761,68.25,21.33,33.73,291.33,3000,0,343863.57,1642477.47,0,28
 World,Jordan,2019,Exports & Imports,4083,2551,88.45,54.87,,19973412.83,7940198.41,0.04,0.11,2.52,4.83,46321,12.66,83.92,0.36,3.05,3000,0,46272.42,5750409.44,640415.5,10.52,11.77,718801,69.09,22.19,12.4,123.04,3000,0,989905.43,6390824.94,0,21
 World,Japan,2019,Exports & Imports,4536,4508,98.27,96.97,,591672698.4,795124961.7,4.26,3.23,5.62,5.21,420262,62.53,33.21,0.69,3.57,3000,0,156400645.4,735242107.9,493099.61,9.17,6.82,1303771,69.85,23.98,1.68,17.47,3000,0,247073819.8,735735207.5,0,18
 World,Kazakhstan,2019,Exports & Imports,4294,3086,93.02,66.38,,43832171.38,48941395.71,0.26,0.24,1.75,0.7,37259,42.8,51.69,0.93,4.59,274.5,0,42637411.74,58380565.98,6121806.84,9.56,3.02,898111,68.93,23.71,14.2,163.18,3000,0,45607504.87,64502372.83,0,11
 World,Kenya,2019,Exports & Imports,4062,3290,88,70.77,,18245804.62,6153393.82,0.03,0.1,2.63,8.92,40453,19.48,78.15,0.19,2.18,3000,0,1624026.66,5762503.83,805286.44,9.69,14.87,953975,69.49,22.83,14.42,166.73,3000,0,2143366.59,6567790.27,0,23
 World,Kyrgyz Republic,2019,Exports & Imports,3657,2022,79.22,43.49,,11262017.61,1848041.17,0.01,0.06,0.92,0.37,14739,9.7,83.89,1.19,5.21,350,0,2902.92,289593.7,2283137.63,10.38,6.73,615558,70.48,21.74,27.92,297.13,3000,0,1694045.32,2572731.33,0,12
 World,Cambodia,2019,Exports & Imports,3904,2011,84.58,43.26,,28130197.01,25969799.14,0.14,0.15,2.24,5.57,53305,33.61,63.12,0.02,3.24,316.55,0,18951.9,28418606.28,3371754.58,10.63,13.75,544291,72.63,21.5,6.8,53.15,3000,0,1011620.45,31790360.85,0,39
 World,Kiribati,2019,Exports & Imports,1575,270,34.12,5.81,,105002.74,90902.84,0,0,4.04,2.63,568,47.54,52.11,0,0.35,45,0,0,20936.22,8864.88,7.89,10.3,74956,71.96,25.29,76.06,286.27,3000,0,377.81,29801.1,0,19
 World,St. Kitts and Nevis,2019,Exports & Imports,2057,487,44.56,10.48,,370188.04,80600.92,0,0,1.84,1.08,3234,10.54,88.81,0,0.65,70,0,0,41717.1,32228.86,13.25,17.98,181870,68.7,23.39,53.68,391.43,3000,0,5666.39,73945.96,0,27
 World,"Korea, Rep.",2019,Exports & Imports,4495,4424,97.38,95.16,,435484433.3,593603180.6,3.18,2.38,3.68,3.08,368077,29.41,68.66,0.16,1.77,3000,0,57151579.47,618220668.2,2249158.2,9.15,5.6,1271236,69.98,23.79,1.9,19.61,3000,0,146278505.5,620469826.4,0,40
 World,Kuwait,2019,Exports & Imports,4106,2195,88.95,47.21,,33722983.58,66922261.29,0.36,0.18,4.71,0.59,26103,58.47,37.7,1.33,2.5,274.5,0,38413636.1,54581529.5,157395.73,9.89,2.22,607732,69.77,22.72,17.89,156.9,3000,0,41850703.38,54738925.23,0,16
 World,Lao PDR,2019,Exports & Imports,3505,1339,75.93,28.8,,6705474.19,5985491.06,0.03,0.04,2.83,4.83,17043,27.24,68.26,0.21,4.28,3000,0,27084.74,1822512.38,1561446.64,11.1,9.56,344259,70.04,21.45,11.64,160.1,3000,0,370779.42,3383959.02,0,44
 World,Lebanon,2019,Exports & Imports,4054,2968,87.83,63.84,,16719589.34,4267168.6,0.02,0.09,5.62,2.56,63161,17.86,72.4,1.14,8.6,3000,0,151447.29,2231925.35,1450862.02,10.76,11.23,849191,69.45,22.3,9.63,101.27,3000,0,1644205.05,3682787.38,0,14
 World,Liberia,2019,Exports & Imports,2909,923,63.02,19.85,,12327982.13,1430181.47,0.01,0.07,4.23,0.44,3708,40.37,59.28,0,0.35,60,0,0,928383.66,1112907.08,10.76,4.25,251676,66.42,24.1,88,555.34,3000,0,367773.57,2041290.74,0,32
 World,Libya,2019,Exports & Imports,3513,604,76.1,12.99,,15538903.84,29362926.99,0.16,0.08,6.71,0.05,3908,61.69,35.62,1.07,1.61,3000,0,39743237.77,41487418.68,3352410.62,8.45,1.98,179852,64.94,25.35,58.24,388.97,3000,0,43102919.21,44839829.3,0,22
 World,St. Lucia,2019,Exports & Imports,2491,998,53.96,21.47,,4123089.64,2516092.69,0.01,0.02,0.54,0.07,3347,4.33,92.35,0.33,2.99,274.5,0,1343.91,6420.7,77855.28,13,29.23,243223,66.69,22.95,105.92,646.28,3000,0,59190.69,84275.98,0,28
 World,Latin America & Caribbean,2019,Exports & Imports,,4577,,98.45,,1018292558,1134063628,6.08,5.56,3.57,5.01,1402575,27.95,64.72,0.82,6.51,3000,0,280236690.3,1137756648,13434040.96,9.42,12.43,1321837,69.42,24.03,0.52,5.65,3000,0,458132231.8,1151190689,0,1400
 World,Sri Lanka,2019,Exports & Imports,4123,3295,89.32,70.88,,18012292.05,11978022.62,0.06,0.1,3.97,6.72,89745,27.9,62.99,1.32,7.79,3000,0,445060.14,14788888.65,323488.63,10.05,12.8,963419,70.31,22.13,6.99,74.21,3000,0,1430366.53,15112377.29,0,34
 World,Lesotho,2019,Exports & Imports,3641,1396,78.88,30.03,,1536919.06,1146653.16,0.01,0.01,0.43,1.48,5166,8.44,90.67,0,0.89,53.5,0,0,514535.17,991839.48,10.66,10.35,429169,70.49,22.74,63.12,499.79,3000,0,35178.86,1506374.65,0,33
 World,Lithuania,2019,Exports & Imports,4425,4299,95.86,92.47,,31223243.34,26156896.88,0.14,0.17,6.08,37.09,62331,45.25,49.98,0.33,4.45,3000,0,693195.3,6887471.95,233056.08,9.52,24.64,968197,70.32,23.21,9.75,90.82,3000,0,1910982.16,7120528.03,0,46
 World,Luxembourg,2019,Exports & Imports,4324,4173,93.67,89.76,,26636202.44,15933818.91,0.09,0.15,6.67,4.36,31154,47.45,50.87,0.31,1.36,3000,0,42454.76,2794965.84,135957.23,9.5,6.06,767274,69,23.3,16.51,173.18,3000,0,454942.1,2930923.08,0,46
 World,Latvia,2019,Exports & Imports,4400,4234,95.32,91.07,,23097581.64,13628712.27,0.07,0.13,5.59,7.73,39493,44.53,50.64,0.29,4.54,3000,0,239172.94,2509238.85,540663.64,9.88,9.15,814583,70.77,22.47,14.55,124.9,3000,0,671686.35,3049902.49,0,46
 World,Macao,2019,Exports & Imports,3234,1748,70.06,37.6,,12660268.02,1630061.94,0.01,0.07,3.87,10.26,20879,57.8,34.35,0.73,7.13,3000,0,13336.08,1316671.52,364322.66,11.14,15.47,529330,70.72,20.94,23.53,188.03,3000,0,371962.36,1680994.18,0,2
 World,Morocco,2019,Exports & Imports,4244,3267,91.94,70.27,,44401393.09,31523270.25,0.17,0.24,4.21,4.31,114859,23.11,72.91,0.14,3.84,3000,0,5741178.87,47412601.61,1372083.7,9.61,10.59,979947,70.5,22.81,5.37,51.67,3000,0,10352594.89,48784685.31,0,21
 World,Moldova,2019,Exports & Imports,3866,2027,83.75,43.6,,6115528.91,3359674.85,0.02,0.03,1.11,3.42,49736,8.38,82.82,0.67,8.13,3000,0,430153.76,4408604.92,944749.32,11.21,16.79,626284,69.37,22.15,10.6,96.2,3000,0,844921.65,5353354.23,0,18
 World,Madagascar,2019,Exports & Imports,3482,1636,75.43,35.19,,3511713.06,3584634.91,0.02,0.02,1.74,2.39,28556,16.32,80.07,0.12,3.5,400,0,28020.89,4161024.38,398940.97,10.8,10.04,533224,71.49,21.21,16.47,119.9,3000,0,324702.4,4559965.36,0,38
 World,Maldives,2019,Exports & Imports,3539,813,76.67,17.49,,2347751.31,273909.91,0,0.01,7.35,8.34,6959,48.96,37.12,2.92,11.01,3000,0,440.99,291110.04,168585.59,11.18,10.05,290352,69.28,22.03,46.14,316.57,3000,0,4992.46,459695.63,0,24
 World,Middle East & North Africa,2019,Exports & Imports,,4570,,98.3,,892796759.4,1000518236,5.36,4.87,4.92,1.86,1206984,37.39,56.68,0.81,5.12,3000,0,494074744.1,990097594,426961.46,9.27,4.36,1321722,69.43,24,0.6,6.6,3000,0,563872994.7,990524555.5,0,400
 World,Mexico,2019,Exports & Imports,4476,4254,96.97,91.5,,411875314.7,492907225.7,2.64,2.25,2.97,8.51,245338,24.61,71.75,0.75,2.89,3000,0,111835453,461171658.2,33881921.06,9.16,14.75,1220248,69.72,23.77,2.79,29.61,3000,0,223618771.2,495053579.3,0,63
 World,Marshall Islands,2019,Exports & Imports,2276,452,49.31,9.72,,12010273.66,1253573.12,0.01,0.07,9.51,0.98,2501,58.02,25.79,1.36,14.83,3000,0,4.62,1583698.79,20859.14,14.72,4.27,171398,68.34,21.09,113.95,609.96,3000,0,15367.14,1604557.92,0,11
 World,North Macedonia,2019,Exports & Imports,3906,2479,84.62,53.32,,8550482.23,7884165.72,0.04,0.05,1.25,1.67,68720,8.57,82.8,0.8,7.83,3000,0,256006.18,11172871.95,2614395.01,10.4,8.68,737883,69.72,22.21,8.25,78.4,3000,0,1839898.06,13787266.96,0,20
 World,Mali,2019,Exports & Imports,3076,1301,66.64,27.98,,4259217.03,4906993.66,0.03,0.02,2.68,0.3,11563,37.49,62.34,0.05,0.12,274.5,0,261.62,267822.47,2697139.08,10.09,5.97,395876,70.44,23.44,24.09,185.54,3000,0,2704003.38,2964961.55,0,32
 World,Malta,2019,Exports & Imports,4233,3429,91.7,73.76,,18217741.89,4515330.48,0.02,0.1,6.19,2.85,17135,45.69,53.2,0.18,0.94,3000,0,33546.01,1759399.47,39431.66,9.46,5.11,473806,69.98,22.67,20.57,182.78,3000,0,725409.29,1798831.13,0,47
 World,Myanmar,2019,Exports & Imports,4029,1956,87.28,42.07,,26878245.77,19599351.99,0.11,0.15,2.73,4.5,40526,29.45,67.14,0.02,3.38,3000,0,5582.68,14447472.78,2922413.91,10.61,12.09,543857,71.2,21.49,10.37,87.65,3000,0,2174209.83,17369886.68,0,42
 World,Mongolia,2019,Exports & Imports,3379,1099,73.2,23.64,,5694491.42,7270866.67,0.04,0.03,6.65,2.01,9805,21.72,70.76,1.47,6.05,3000,0,2661.6,3598108.29,3666293.76,10.79,3.7,307654,70.92,23.44,23,154.13,3000,0,1253790.75,7264402.05,0,12
 World,Northern Mariana Islands,2019,Exports & Imports,1108,154,24,3.31,,170639.38,4858.36,0,0,3.71,2.94,908,63.44,33.7,0,2.86,49.44,0,0,548.48,680.08,7.83,6.14,50304,70.14,27.6,9.47,115.97,608.93,0,365.37,1228.57,0,3
 World,Montenegro,2019,Exports & Imports,3624,1389,78.51,29.88,,3038815.57,429549.69,0,0.02,1.01,0.77,20178,5.93,80.12,1.35,12.59,3000,0,11095,154603.91,384484.97,10.23,10.27,408333,68.48,22.9,22.52,151.9,3000,0,178308.25,539088.88,0,17
 World,Mozambique,2019,Exports & Imports,3924,1686,85.01,36.27,,12245331.58,6064794.9,0.03,0.07,1.82,1.33,10851,8.23,89.56,0.18,2.04,350,0,90.55,3924764.41,3584070.33,10.33,6.88,443590,68.92,23.79,27.9,269.9,3000,0,1082874.08,7508834.74,0,38
 World,Mauritania,2019,Exports & Imports,3079,941,66.7,20.24,,3247437.41,3230118.83,0.02,0.02,6.26,0.98,6810,41.92,57.03,0.06,0.98,51.29,0,1.5,828889.37,2282428.95,9.83,5.19,258695,70.17,22.22,35.89,253.1,3000,0,662594.12,3111318.33,0,21
 World,Montserrat,2019,Exports & Imports,795,258,17.22,5.55,,22427.87,6667.23,0,0,2.3,0.32,1661,14.03,85.91,0,0.06,265,0,0,1353.99,8611.12,8.78,6.23,96776,70.73,24.78,62.49,198.62,3000,0,1581.3,9965.11,0,30
 World,Mauritius,2019,Exports & Imports,3905,2860,84.6,61.52,,4994300.74,2582101.95,0.01,0.03,2.28,4.86,38572,16.82,80.11,0.11,2.97,3000,0,9057.45,2819901.94,333709.22,9.94,16.87,832769,71.19,22.47,15.11,121.81,3000,0,668182.05,3153611.16,0,32
 World,Malawi,2019,Exports & Imports,3318,1130,71.88,24.31,,1533368.1,918979.45,0,0.01,1.28,6.41,6103,25.02,73.06,0.26,1.65,1459.31,0,14737.47,1318861.6,86655.37,10.94,26.64,301387,67.86,26.03,41.36,260.3,3000,0,1104358.66,1405516.97,0,36
 World,Malaysia,2019,Exports & Imports,4488,4310,97.23,92.71,,211814429.5,333967274.9,1.79,1.16,3.94,2.88,243765,51.45,44.88,0.7,2.97,3000,0,8299040.39,314691566.4,5134812.32,8.97,4.89,1242745,69.84,23.96,2.64,28.95,3000,0,129120926.8,319826378.7,0,41
 World,North America,2019,Exports & Imports,,4637,,99.74,,2828129289,2045028108,10.96,15.43,6.55,4.79,986680,52.66,42.87,0.5,3.97,3000,0,278433774.2,1940441803,3571892.1,9.4,6.85,1344637,69.33,24.16,0.74,8.13,3000,0,820024268.1,1944013695,0,40
 World,Namibia,2019,Exports & Imports,4010,2732,86.87,58.77,,5173121.34,4851001.77,0.03,0.03,3.34,1.34,25223,18.59,79.11,0.15,2.14,3000,0,155540.79,3996451.97,1732911.42,9.89,22.59,820250,68.79,23.33,23.41,232.83,3000,0,1192899.64,5729363.39,0,23
 World,New Caledonia,2019,Exports & Imports,3279,893,71.04,19.21,,2547116.82,1861908.99,0.01,0.01,5.99,1.08,7504,11.5,85.05,0.21,3.24,3000,0,31.09,1533671.92,239602.85,10.14,3.23,280619,68.32,25.33,40.64,197.01,3000,0,4881.08,1773274.78,0,5
 World,Niger,2019,Exports & Imports,2686,1077,58.19,23.17,,1581073.33,1028222.48,0.01,0.01,2.78,1.09,8682,40.32,59.35,0.14,0.18,3000,0,20.54,353907.13,334605.96,10.03,5.67,344496,68.26,22.79,41.83,313.28,3000,0,323538.59,688513.09,0,32
 World,Norfolk Island,2019,Exports & Imports,977,111,21.17,2.39,,28340.21,2891.28,0,0,18.43,3.18,455,62.86,36.48,0,0.66,3000,0,0,1700.2,1199.05,8.18,5.01,49561,62.72,24.17,221.1,1206.81,3000,0,149.64,2899.25,0,4
 World,Nigeria,2019,Exports & Imports,4092,2951,88.65,63.48,,46737987.05,56668304.16,0.3,0.26,5.59,0.37,38037,32.5,57.8,1.92,7.78,3000,0,78797.71,76806234.32,948263.07,10.07,2.41,840679,69.84,22.84,16.39,145.37,3000,0,63565919.66,77754497.4,0,28
 World,Nicaragua,2019,Exports & Imports,3418,1967,74.05,42.31,,5762923.15,6195876.75,0.03,0.03,1.96,5.27,18371,14.47,80.54,0.48,4.51,385.59,0,306754.53,5188135.71,873073.65,11.02,18.6,531934,69.45,21.95,22.68,226.4,3000,0,1161370.47,6061209.35,0,26
 World,Niue,2019,Exports & Imports,1149,216,24.89,4.65,,29037.92,63852.64,0,0,4.34,0.1,1474,24.9,71.85,0.81,2.44,123.85,0,2.04,777.8,60207.84,8.14,3.66,71774,72.83,22.9,27.82,180.05,3000,0,880.46,60985.64,0,14
 World,Netherlands,2019,Exports & Imports,4545,4580,98.46,98.52,,591023021.3,482431149.7,2.59,3.22,7.12,16.01,234971,50.1,47.17,0.25,2.48,3000,0,17757562.64,93514499.52,651331.63,9.43,17.24,1294583,69.47,23.9,3.05,33.47,3000,0,28840669.65,94165831.15,0,46
 World,Norway,2019,Exports & Imports,4442,3954,96.23,85.05,,82271819.12,102685557.9,0.55,0.45,2.82,1.29,191416,18.53,75.41,0.94,5.12,3000,0,58664637.21,141181694.9,23750346.26,9.36,4.4,1170642,69.66,23.9,3.49,35.88,3000,0,85753661.02,164932041.1,0,33
 World,Nepal,2019,Exports & Imports,4044,1570,87.61,33.77,,10202249.59,972775.39,0.01,0.06,2.12,1.35,25355,31.17,67.55,0.1,1.18,274.5,0,583.98,547270.71,458880,10.55,12.08,470657,70.32,21.09,15.79,143.81,3000,0,141811.97,1006150.71,0,34
 World,Nauru,2019,Exports & Imports,1044,494,22.62,10.63,,95111.72,35530.2,0,0,10.95,1.94,3672,40.09,55.17,0.87,3.87,3000,0,45,10753.25,12395.15,9.39,6.16,166787,73.15,23.18,20.42,146.6,3000,0,5092.67,23148.4,0,11
 World,New Zealand,2019,Exports & Imports,4328,3860,93.76,83.03,,36775973.88,42037121.09,0.23,0.2,6.98,28.3,134539,50.38,38.36,1.36,9.9,3000,0,6847631.45,35558178.97,1443384.5,9.69,29.33,1155796,69.47,23.47,5.04,55.59,3000,0,10117262.94,37001563.47,0,20
 World,"Other Asia, nes",2019,Exports & Imports,4447,4375,96.34,94.11,,258981558,470151753.3,2.52,1.41,6.26,2.66,342498,68.11,27.91,0.54,3.44,3000,0,97756425.03,451938567.9,782030.75,8.99,3.79,1257569,70.03,23.87,1.98,20.42,3000,0,147936046.7,452720598.7,0,
 World,Oman,2019,Exports & Imports,4178,2417,90.51,51.99,,31883814.4,42447498.83,0.23,0.17,5.6,1.21,29693,59.68,37.83,0.81,1.68,3000,0,78926.08,12467495.35,22415930.54,9.78,2.93,709889,68.63,23.37,17.49,173.78,3000,0,23378247.59,34883425.89,0,18
 World,Pakistan,2019,Exports & Imports,4209,3496,91.18,75.2,,47303106.58,25247176.95,0.14,0.26,4.68,9.24,117498,34.64,57.52,0.81,7.02,3000,0,2399677.63,31954227.31,1112979.31,9.59,17.88,983072,70.45,22.52,4.76,54.01,3000,0,5869898.72,33067206.62,0,33
 World,Panama,2019,Exports & Imports,3947,3175,85.51,68.29,,41239046.34,5566949.57,0.03,0.23,4.76,3.21,44540,27.85,68.72,0.35,3.08,3000,0,61225.53,3369442.63,1425490.24,9.94,9.49,830317,70.77,23.03,13.36,102.2,3000,0,1161369.82,4794932.86,0,46
 World,Pitcairn,2019,Exports & Imports,151,176,3.27,3.79,,6178.66,2177.13,0,0,8.79,8.37,1105,12.22,87.24,0,0.54,294.12,0,0,988.72,1594.89,11.01,10.44,68720,70.73,17.92,157.19,549.14,3000,0,482.27,2583.62,0,8
 World,Peru,2019,Exports & Imports,4195,3436,90.88,73.91,,38695393.43,49458860.11,0.27,0.21,1.88,2.24,84383,14.25,79.55,0.48,5.72,3000,0,2723903.79,40924977.62,10102891.42,9.58,8.43,1000521,70.71,22.96,6.86,68.17,3000,0,13615300.87,51027869.04,0,57
 World,Philippines,2019,Exports & Imports,4373,3446,94.74,74.12,,127019569.7,94357713.78,0.51,0.69,3.88,1.9,144384,22.15,72.38,1.07,4.4,3000,0,1748026.41,84200738.72,6441940.56,10,5.09,1017067,70.09,22.94,4.47,44.6,3000,0,28628399.19,90642679.28,0,41
 World,Palau,2019,Exports & Imports,1486,139,32.19,2.99,,111101.84,24163.52,0,0,18.9,2.92,715,58.18,38.04,0.14,3.64,3000,0,39.17,13022.4,6516.22,10.88,7.97,36373,64.65,30.61,56.22,185.31,3000,0,4400.68,19538.62,0,5
 World,Papua New Guinea,2019,Exports & Imports,3310,815,71.71,17.53,,4584182.83,11784754.99,0.06,0.03,5.93,2.12,6202,12.35,86.94,0.03,0.68,3000,0,967.74,6190594.56,5434715.72,9.58,6.05,273664,67.14,26.55,43.52,234.63,3000,0,3104359.61,11625310.28,0,16
 World,Poland,2019,Exports & Imports,4546,4542,98.48,97.7,,268331816.8,240370586,1.29,1.46,6.38,7.49,164663,46.05,50.39,0.26,3.3,3000,0,6054500.92,42688986.59,725003.88,9.29,9.97,1204280,69.6,23.63,4.19,45.3,3000,0,12199274.76,43413990.47,0,47
 World,"Korea, Dem. Rep.",2019,Exports & Imports,2300,1260,49.83,27.1,,2689983.72,363804.03,0,0.01,8.49,8.05,10591,72.98,25.03,0.5,1.49,3000,0,4490.65,241032.69,49552.21,9.02,7.96,416824,71.16,24.64,27.31,138.01,3000,0,53604.44,290584.9,0,18
 World,Portugal,2019,Exports & Imports,4496,4485,97.4,96.47,,84030378.57,65566538.64,0.35,0.46,7.95,21.46,125719,49.84,46.57,0.18,3.41,3000,0,1451922.41,17804448.97,356943.15,9.64,15.67,1216507,69.79,23.29,5.62,61.28,3000,0,4198160.12,18161392.12,0,46
 World,Paraguay,2019,Exports & Imports,3742,1388,81.07,29.86,,9549007.02,7986685.85,0.04,0.05,2.63,12.44,16720,11.15,70.06,2.37,16.41,3000,0,159567.06,4158581.66,2545954.46,11.26,16.63,472412,69.19,21.35,23.16,244.17,3000,0,2544695.14,6704536.12,0,69
 World,Occ.Pal.Terr,2019,Exports & Imports,1936,404,41.94,8.69,,994552.76,143232.44,0,0.01,5.73,2.66,3309,10.85,82.5,0.48,6.17,3000,0,2537.95,80043.89,18270.73,14.8,12.38,137393,62.87,19.2,92.2,652.1,3000,0,31703.01,98314.62,0,9
 World,French Polynesia,2019,Exports & Imports,3113,623,67.44,13.4,,1980194,184856.69,0,0.01,3.52,2.79,6461,11.34,87.59,0.25,0.82,2926.01,0,4637.89,157110.27,26629.51,10,10.69,235224,66.98,24.21,38.97,281.74,3000,0,21083.34,183739.78,0,6
 World,Qatar,2019,Exports & Imports,4058,2895,87.91,62.27,,34132678.89,73594096.6,0.39,0.19,4.03,1.31,40124,60.97,36.43,0.58,2.02,400,0,43735.13,49145124.86,13213777.89,9.48,2.99,831032,69.99,23.13,13.73,128.87,3000,0,13603185.3,62358902.76,0,17
 World,Romania,2019,Exports & Imports,4502,4355,97.53,93.68,,91733644.71,78214363.03,0.42,0.5,5.37,5.87,86550,42.49,54.17,0.22,3.11,3000,0,1494658.83,16483026.94,803779.81,9.38,9.47,943903,70.22,23.34,6.99,63.27,3000,0,3471370.22,17286806.75,0,53
 World,Russian Federation,2019,Exports & Imports,4497,4477,97.42,96.3,,228870444.4,412371127.8,2.21,1.25,3.77,1.77,242798,56.93,36.97,1.01,5.1,3000,0,184169512,477914138.4,5023671.17,9.11,4.18,1299298,69.52,23.94,2.93,32.06,3000,0,247693838.7,482937809.6,0,9
